,tweets,len,ID,Date,Source,Likes,RTs
930,"Doing business in India is easier, cheaper, faster and smarter. https://t.co/DkN3is5Iyj",87,1.08622E+18,18-01-19 11:08,Twitter Media Studio,7660,1867
931,Those who have been visiting India in the last four years have seen first hand the series of transformations taking… https://t.co/KAK9g4XxJh,140,1.08622E+18,18-01-19 11:08,Twitter Media Studio,8970,2026
932,"The Vibrant Gujarat Summit has:

Dignity of the presence of top political leaders.

Energy of CEOs and corporate le… https://t.co/Luk1oZdSuO",140,1.08622E+18,18-01-19 11:07,Twitter Web Client,6986,1670
933,"India is honoured to host the President of the Republic of Uzbekistan, Mr. Shavkat Mirziyoyev. 

We had fruitful ta… https://t.co/pmJ9bk4qiB",140,1.08622E+18,18-01-19 10:57,Twitter Web Client,7430,1593
934,Great meeting with PM @JosephMuscat_JM of Malta. Our talks will add tremendous strength to bilateral ties between o… https://t.co/i5zSdMjdIG,140,1.08621E+18,18-01-19 10:52,Twitter Web Client,6691,1392
935,Vibrant Gujarat has emerged as a global forum. Addressing the Summit now. Watch. https://t.co/yhV4EkwGoy,104,1.08617E+18,18-01-19 7:55,Periscope,12663,2875
936,His Holiness Dr. Sree Sree Sree Sivakumara Swamigalu is a remarkable personality and has positively impacted crores… https://t.co/6bw1ZUkGRn,140,1.08595E+18,17-01-19 17:25,Twitter for iPhone,20980,3925
937,ಪರಮಪೂಜ್ಯ ಡಾಕ್ಟರ್ ಶ್ರೀ ಶ್ರೀ ಶ್ರೀ ಶಿವಕುಮಾರ ಸ್ವಾಮಿಗಳವರದು ಅಮೋಘ ವ್ಯಕ್ತಿತ್ವ . ಅವರ ಮಹೋನ್ನತ ಸೇವೆ ಕೋಟ್ಯಾಂತರ ಜನರ  ಜೀವನದ ಮೇಲೆ… https://t.co/7JBl5igcKc,139,1.08595E+18,17-01-19 17:25,Twitter for iPhone,24228,4557
938,At the Ahmedabad Shopping Festival I too could not resist from shopping! Purchased some Khadi products using the Ru… https://t.co/RlVN4JGLRS,140,1.08594E+18,17-01-19 16:27,Twitter Web Client,16558,3806
939,"At the inauguration of the Ahmedabad Shopping Festival, I talked at length about the numerous steps taken by the Ce… https://t.co/qTZA7fdbjE",140,1.08594E+18,17-01-19 16:26,Twitter Web Client,10997,2266
940,"Today is a big day for Ahmedabad! 

The city is hosting a first of its kind shopping festival. 

This festival is a… https://t.co/AK2A5HnslK",140,1.08594E+18,17-01-19 16:25,Twitter Web Client,7557,1768
941,"For a long time, access to proper healthcare was considered out of reach for the poor. Ayushman Bharat changed that… https://t.co/yT2ioI3snn",140,1.08594E+18,17-01-19 16:22,Twitter Media Studio,11609,2807
942,"The Sardar Vallabhbhai Patel Institute of Medical Sciences and Research is an excellent public hospital, which will… https://t.co/tW08ZwZHuk",140,1.08594E+18,17-01-19 16:21,Twitter Web Client,9907,2322
943,"Dr. Vikram Sarabhai was an outstanding scientist, whose contribution to the nation has been extremely rich.

Today… https://t.co/tlHi6U174D",139,1.08593E+18,17-01-19 16:18,Twitter Web Client,10186,2212
944,"Thank you Mr. Bill Gates for your appreciation. 

Ayushman Bharat stems out of our commitment to provide top qualit… https://t.co/oN5EIibdtU",140,1.08591E+18,17-01-19 14:55,Twitter for iPhone,44101,12561
945,The Ahmedabad Shopping Festival is amazing! Come visit. https://t.co/n88PkETs3X,79,1.08588E+18,17-01-19 12:51,Periscope,12971,2789
946,Inaugurating the Sardar Patel hospital in Ahmedabad. Watch my speech. https://t.co/CbH4WIwLd9,93,1.08586E+18,17-01-19 11:29,Periscope,16451,3469
947,I commend the energetic @BJYM team for their #VijayLaksh2019 movement that will mobilise Yuva Shakti from all over… https://t.co/uo1fUhDvoa,139,1.08576E+18,17-01-19 4:43,Twitter for iPhone,17716,4366
948,Individuals like Mr. Yohei Sasakawa motivate millions of people. He is at the forefront of many philanthropic initi… https://t.co/EJLbtVLxQR,140,1.08558E+18,16-01-19 17:02,Twitter for iPhone,10218,2174
949,"Education is a strong means to empowerment and Ekal Abhiyan Trust is working in remote areas, so that children from… https://t.co/I0JhIXWUff",140,1.08558E+18,16-01-19 16:59,Twitter for iPhone,13707,2899
950,"The Sulabh International family has added immense strength to the Swachh Bharat movement. 

This is a team that is… https://t.co/z5ZlJ0blND",139,1.08558E+18,16-01-19 16:58,Twitter for iPhone,13236,2844
951,"The Akshaya Patra Foundation’s determined efforts ensure nutritious meals for many. 

Their outstanding work has al… https://t.co/7Y1CXD4t9F",140,1.08558E+18,16-01-19 16:57,Twitter for iPhone,11045,2753
952,"The Vivekananda Kendra is doing commendable work towards the development of our villages. 

Their initiatives to im… https://t.co/IlcLVRGNo3",140,1.08558E+18,16-01-19 16:56,Twitter for iPhone,6932,1698
953,The Ahmedabad Shopping Festival will also be inaugurated tomorrow. The Festival offers an exceptional opportunity f… https://t.co/0Ys7rWI9oX,140,1.08554E+18,16-01-19 14:09,Twitter Web Client,17625,3217
954,"Tomorrow in Ahmedabad, I will inaugurate the Sardar Vallabhbhai Patel Institute of Medical Sciences and Research.… https://t.co/LRwniIIfH4",138,1.08554E+18,16-01-19 14:08,Twitter Web Client,19453,4986
955,"Over the next two days, I would be attending various programmes in Gujarat, including the Vibrant Gujarat Summit 20… https://t.co/t1E2FlccWt",140,1.08554E+18,16-01-19 14:05,Twitter Web Client,9430,2291
956,Adorable picture! Such support is my biggest source of strength. https://t.co/P2Uu4XxcA2,88,1.08554E+18,16-01-19 14:00,Twitter Web Client,28369,4994
957,"Happy to know. There is always so much to learn from Karyakartas and volunteers. 

Their strong support is cherishe… https://t.co/sfMZRFuZ32",140,1.08554E+18,16-01-19 13:59,Twitter Web Client,7876,1742
958,It is a wonderful family! :) https://t.co/RlbYqA8aZS,52,1.08554E+18,16-01-19 13:58,Twitter Web Client,15081,2795
959,These interactions via the NM Mobile App are healthy and extensive discussions between the family of BJP Karyakarta… https://t.co/fuFbN14PUh,140,1.08554E+18,16-01-19 13:57,Twitter Web Client,5106,1196
960,"India's progress is not complete till the eastern part of our nation grows. 

It is a privilege to work for the peo… https://t.co/KdpIz0j777",140,1.08554E+18,16-01-19 13:56,Twitter Web Client,6247,1471
961,"RT @arunjaitley: Political stability, Decisive Leadership and a Clear Mandate – Their Relationship with Growth   https://t.co/WyljYy2qy5",136,1.0852E+18,15-01-19 15:40,Twitter for iPhone,0,1947
962,Prayed for the development of India and the peace and happiness of 130 crore Indians at the Sree Padmanabhaswamy Te… https://t.co/Lgk8sOEF7T,140,1.0852E+18,15-01-19 15:33,Twitter Web Client,44930,9492
963,"To the UDF and LDF I say: 

Do not under estimate the BJP Karyakarta.

Your taunts &amp; your violence cannot break the… https://t.co/GBpQtOHmN8",144,1.0852E+18,15-01-19 15:30,Twitter Media Studio,26530,6104
964,The UDF and the LDF are two sides of the same old coin. https://t.co/whOx0gGSzF,79,1.0852E+18,15-01-19 15:28,Twitter Media Studio,9090,2230
965,"If there is one party that has been at the forefront of standing with Kerala and its culture, it is the BJP.

For u… https://t.co/y3Ql2apAzR",140,1.0852E+18,15-01-19 15:25,Twitter Media Studio,9183,2225
966,"Today, India is growing rapidly. This is powered by the hard-work &amp; talent of the people of our nation.

From econo… https://t.co/DwoGnjOYvb",144,1.08519E+18,15-01-19 15:18,Twitter Media Studio,10569,2492
967,The tribal communities of Odisha are the pride of the state. We can learn lots from their culture and traditions.… https://t.co/dN76Vwfrfp,138,1.08517E+18,15-01-19 13:52,Twitter Media Studio,10880,2532
968,"We are happy that due to the efforts of the Centre, rail and air connectivity has improved across Odisha. 

With be… https://t.co/XMjQfrnwmW",140,1.08517E+18,15-01-19 13:50,Twitter Media Studio,7226,1819
969,"Making every effort for Odisha’s progress.

Inaugurated/laid the foundations for projects worth over Rs. 1500 crore… https://t.co/yIw9xHHYYh",140,1.08517E+18,15-01-19 13:48,Twitter Media Studio,10560,2501
970,Thank you Kollam for the warm welcome and support. Addressing a rally. Watch. https://t.co/YfPSctMGEb,101,1.08515E+18,15-01-19 12:21,Periscope,13763,3029
971,Addressing a programme to mark the inauguration of Kollam bypass. https://t.co/1B6tbnvAw7,89,1.08514E+18,15-01-19 11:38,Periscope,9591,2168
972,"Pariksha Pe Charcha 2.0 will be an interesting conversation with students, parents and teachers on exams, life and… https://t.co/dNBf9b5wWq",139,1.08511E+18,15-01-19 9:32,Twitter Web Client,9370,2292
973,"Best wishes to all those taking part in #GAvS2019!

May the Summit witness extensive and insightful discussions rel… https://t.co/rZselImYkm",140,1.08511E+18,15-01-19 9:30,Twitter Web Client,5973,1524
974,Euphoric atmosphere at the rally in Balangir. Watch. https://t.co/5sYN7JfRFu,76,1.08505E+18,15-01-19 5:46,Periscope,12934,2833
975,Furthering ‘Ease of Living’ for Odisha’s citizens. Inaugurating development works in Balangir. https://t.co/qMo8rrAQsg,118,1.08504E+18,15-01-19 5:02,Periscope,9676,2145
976,"प्रयागराज में आरंभ हो रहे पवित्र कुम्भ मेले की हार्दिक शुभकामनाएं। 

मुझे आशा है कि इस अवसर पर देश-विदेश के श्रद्धा… https://t.co/ARIM7Cdtqp",140,1.08498E+18,15-01-19 0:47,Twitter Media Studio,26264,6906
977,"सेना दिवस के अवसर पर हमारे जवानों, पूर्व सैनिकों और उनके परिवारों को बहुत-बहुत शुभकामनाएं। हम सभी देशवासियों को अप… https://t.co/gnmoFFWjaW",139,1.08497E+18,15-01-19 0:45,Twitter Web Client,40804,7537
978,In Thiruvananthapuram I would visit the  Sree Padmanabhaswamy Temple. A series of welfare measures for pilgrims wou… https://t.co/GNma2Wbtia,140,1.08485E+18,14-01-19 16:34,Twitter Web Client,14869,3106
979,"I look forward to visiting Kerala tomorrow. I would be in Kollam and Thiruvananthapuram for various programmes.

Th… https://t.co/fosGr0pz8K",140,1.08485E+18,14-01-19 16:33,Twitter Web Client,21920,4141
980,"More development works that will be inaugurated are:

Bridge no. 588 between Therubali-Singapur road station.

Pass… https://t.co/Q7RE1E6mE1",140,1.08485E+18,14-01-19 16:32,Twitter Web Client,11173,2740
981,"Projects that would be inaugurated include:

28.3 acre Multi Modal Logistics (MMLP) Jharsuguda.

Balangir-Bicchupal… https://t.co/HW4t2ZRBPw",140,1.08485E+18,14-01-19 16:31,Twitter Web Client,10869,2692
982,"There is something special about Odisha, that draws me to the state so often! 

Tomorrow I will be in Balangir to i… https://t.co/df023hcSA6",140,1.08485E+18,14-01-19 16:30,Twitter Web Client,13136,3050
983,"Happy #Uttarayan. 

May you all scale new heights of progress in the times to come. https://t.co/MpEy6BhyF4",107,1.08471E+18,14-01-19 7:19,Twitter Web Client,9250,2209
984,Greetings on the special occasion of Magh Bihu. https://t.co/o1EiTdlJDa,71,1.08471E+18,14-01-19 7:17,Twitter Web Client,8221,1799
985,Best wishes on Pongal! https://t.co/tZlvGLXgOZ,46,1.08471E+18,14-01-19 7:16,Twitter Web Client,11033,2488
986,#HappyMakarSankranti to everyone! https://t.co/9LnlZWGDiB,57,1.08471E+18,14-01-19 7:13,Twitter Web Client,11745,2522
987,"I have often been a part of the anniversary celebrations of Thuglak but unfortunately, this time I have not been ab… https://t.co/S9llcKXQk9",140,1.0847E+18,14-01-19 6:49,Twitter Web Client,9931,2188
988,"Greetings to the readers of Thuglak as the magazine marks its 49th anniversary. 

I also pay my tributes to the fea… https://t.co/NKISNw3imV",140,1.0847E+18,14-01-19 6:48,Twitter Web Client,17657,3061
989,I want your direct feedback on various issues…take part in the survey on the ‘Narendra Modi Mobile App.' https://t.co/hdshOPnOEY,128,1.08469E+18,14-01-19 5:55,Twitter Media Studio,26461,6026
990,Have a great Lohri! https://t.co/ri7yDxJq1d,43,1.08444E+18,13-01-19 13:05,Twitter for iPhone,20434,3617
991,"The BJP is the party that can cater to the aspirations of the first time voter. 

Such a voter wants development an… https://t.co/pOFU0mFXjQ",140,1.08444E+18,13-01-19 13:02,Twitter Media Studio,16989,3601
992,"Tamil Nadu has a strong MSME sector and we are proud of the spirit of enterprise the state is blessed with. 

A BJP… https://t.co/GnNwBdJS6Y",140,1.08443E+18,13-01-19 12:59,Twitter Media Studio,11371,2462
993,Made a request to BJP Karyakartas from all over India. Know what it is. https://t.co/GjIiidTkzc,95,1.08443E+18,13-01-19 12:57,Twitter Media Studio,8858,2119
994,A fruitful interaction with Tamil Nadu BJP Karyakartas. Watch. https://t.co/usKt1MJJx9,86,1.08435E+18,13-01-19 7:03,Periscope,11421,2387
995,Releasing a commemorative coin in honour of Sri Guru Gobind Singh Ji. https://t.co/roj8OyZmOQ,93,1.08433E+18,13-01-19 5:54,Periscope,15660,3576
996,"I bow to Sri Guru Gobind Singh Ji on his Jayanti.

ਮੈਂ ਸਾਹਿਬ-ਏ-ਕਮਾਲ ਸਰਬੰਸ ਦਾਨੀ ਸਾਹਿਬ ਸ੍ਰੀ ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਮਹਾਰਾਜ… https://t.co/zWn7j8jf73",138,1.08429E+18,13-01-19 3:38,Twitter Media Studio,20843,4510
997,यह लड़ाई सल्तनत और संविधान में आस्था रखने वाले लोगों के बीच है। एक तरफ वे लोग हैं जिन्हें हर हाल में केवल अपनी सल्त… https://t.co/qTwaPbrZYL,140,1.08409E+18,12-01-19 13:49,Twitter Media Studio,25335,5668
998,"देश मजबूत सरकार चाहता है, वो मजबूर सरकार चाहते हैं… https://t.co/Wi0JMI9a2V",75,1.08408E+18,12-01-19 13:49,Twitter Media Studio,18116,4423
999,"We have come a long way.

Back in the day, aeroplanes would wait to escort middlemen who were close to one party an… https://t.co/NztjaW9bg9",140,1.08408E+18,12-01-19 13:48,Twitter Media Studio,18789,4902
1000,"There is a Common Process, and there is a Congress Process.

The Congress Process encouraged favouritism, corruptio… https://t.co/3dcd3VFEC5",140,1.08405E+18,12-01-19 11:11,Twitter Media Studio,12318,3374
1001,"हमें काम से मतलब है, विपक्ष को नाम से मतलब है। फर्क साफ है। https://t.co/oA0TEVAuru",83,1.08404E+18,12-01-19 11:10,Twitter Media Studio,13364,3304
1002,"भाजपा किसानों के साथ कंधे से कंधा मिलाकर खड़ी है। 

अपने अन्नदाता को हम नए भारत की नई ऊर्जा का वाहक बनाना चाहते हैं। https://t.co/w4AHVQWgVA",140,1.08404E+18,12-01-19 11:10,Twitter Media Studio,10036,2657
1003,"We want India’s youth to express and excel. 

The Government is creating an environment that gives our Yuva Shakti… https://t.co/Hpet2UgEzY",139,1.08404E+18,12-01-19 11:09,Twitter Media Studio,8401,2315
1004,"भारतीय जनता पार्टी का एक ही मकसद है विकास। 

विकास के हमारे मंत्र का मूल है, सबका साथ, सबका विकास और एक भारत, श्रे… https://t.co/tj2Ob26wPo",139,1.08404E+18,12-01-19 11:09,Twitter Media Studio,13571,3524
1005,"बीते चार-साढ़े चार वर्षों में जिस तरह भाजपा ने केंद्र और राज्यों में सरकारें चलाई हैं, उसने जनमानस में यह स्थापित क… https://t.co/flbPhv8K1C",140,1.08404E+18,12-01-19 11:09,Twitter Media Studio,10527,2693
1006,Addressing the @BJP4India meeting in Delhi. Watch. https://t.co/TCdqAE7XG8,74,1.084E+18,12-01-19 8:09,Periscope,14782,3867
1007,"The thoughts and ideals of #SwamiVivekananda inspire and energise crores of Indians, particularly our youth. 

It i… https://t.co/bkDfep0RHM",140,1.08391E+18,12-01-19 2:20,Twitter for iPhone,28869,5908
1008,"“Arise, awake and stop not till the goal is reached.”

Remembering these powerful words, and the rich thoughts of t… https://t.co/ml1e7rfNvu",140,1.08391E+18,12-01-19 2:16,Twitter Media Studio,23245,6552
1009,Attended the @BJP4India National Convention in Delhi today. https://t.co/sxFIK6tR5I,83,1.08376E+18,11-01-19 16:11,Twitter for iPhone,23887,4465
1010,"A TN BJP Karyakarta asked me about the record corruption in the Congress years, which was implicitly admitted by a… https://t.co/Gv1umZ92g1",139,1.08357E+18,11-01-19 3:26,Twitter Media Studio,17746,3434
1011,"UPA did not bother about our defence sector. 

They were always looking for deals, and so, naturally the nation suf… https://t.co/fJRaeQHPA4",140,1.08357E+18,11-01-19 3:25,Twitter Media Studio,7796,2069
1012,"I consider it my privilege that I got the opportunity to work for my sisters and brothers of Tamil Nadu.

Here are… https://t.co/2ZvnunurGC",139,1.08357E+18,11-01-19 3:23,Twitter Media Studio,8158,1911
1013,"Collect, verify and correct.

Know what I said about how more technology has made access to information easier but… https://t.co/LgkiHCkLfG",139,1.08356E+18,11-01-19 3:22,Twitter Media Studio,10565,2413
1014,"A BJP Karyakarta asked me about possible alliances in Tamil Nadu.

Here is what I said. https://t.co/t2Myydl63g",111,1.08356E+18,11-01-19 3:21,Twitter Media Studio,8702,1936
1015,"Commendable decisions taken by the GST council, which will greatly help MSMEs, traders and the services sector.

We… https://t.co/fvJ0M6Mezy",140,1.0834E+18,10-01-19 16:18,Twitter for iPhone,24543,5027
1016,Talking to BJP Karyakartas from Tamil Nadu. Watch the interaction. https://t.co/sfvUovw3bJ,90,1.08326E+18,10-01-19 7:17,Periscope,12000,2494
1017,It is in the Himalayas that I learnt about oneness with nature. The mighty mountains also taught me the importance… https://t.co/QHhD9D7ftV,139,1.0832E+18,10-01-19 2:55,Twitter for iPhone,19074,3998
1018,"By passing The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 2019, we pay tributes to the makers of… https://t.co/xTm5fVpbvh",139,1.08305E+18,09-01-19 17:05,Twitter for Android,30823,7818
1019,"Passage of The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 2019 in both Houses of Parliament is a… https://t.co/ifPF0Dwvmw",139,1.08305E+18,09-01-19 17:05,Twitter for Android,19660,5890
1020,"Delighted the Rajya Sabha has passed The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 2019. 

Glad… https://t.co/T3J8YsqY3N",139,1.08305E+18,09-01-19 17:03,Twitter for Android,33919,9319
1021,"These pictures from Agra indicate the affection towards BJP.

The working of the Central Government and UP Governme… https://t.co/i9MeUJHFQk",140,1.08301E+18,09-01-19 14:54,Twitter Web Client,10485,2622
1022,"भ्रष्टाचार के खिलाफ साढ़े चार साल पहले आपने मुझे जो जनादेश दिया था, उस पर मैं पूरी क्षमता से खरा उतरने का प्रयास कर… https://t.co/MWr74D27EX",140,1.08301E+18,09-01-19 14:51,Twitter Media Studio,16832,4083
1023,"वर्षों से आगरा के लोगों की एक मांग थी, जिसे हमारी सरकार को पूरा करने का सौभाग्य मिला है। 

जानिए, मैं किस मांग की… https://t.co/ThoRbjeAKm",138,1.08301E+18,09-01-19 14:51,Twitter Media Studio,10161,2488
1024,We are not only cleaning our villages and cities but also the corridors of power from the dirt of corruption and mi… https://t.co/QTs6cis1oS,140,1.08301E+18,09-01-19 14:38,Twitter Media Studio,17627,4242
1025,"Those who remained in power for several decades never accorded priority to ensuring housing for all. 

On the contr… https://t.co/nDHQ2frHLy",140,1.08301E+18,09-01-19 14:38,Twitter Media Studio,8075,2209
1026,Sharing some pictures from the massive gathering in Solapur. https://t.co/kx6PCbG4BM,84,1.08301E+18,09-01-19 14:36,Twitter Web Client,7381,1815
1027,"More sports, better health and a fitter nation! 

#5MinuteAur is a great effort that will further fitness levels ac… https://t.co/583bVCssVb",140,1.083E+18,09-01-19 14:09,Twitter Web Client,10523,2464
1028,"My best wishes to all young friends taking part in the Khelo India Youth Games, which are beginning in Pune today.… https://t.co/Tpc4GDL4TF",139,1.083E+18,09-01-19 14:08,Twitter Web Client,10695,2294
1029,Furthering ‘Ease of Living’ for people of Agra through development works.   Watch my speech. https://t.co/1YJaIvDjXQ,116,1.08296E+18,09-01-19 11:12,Periscope,13441,3051
1030,Hello Solapur!   Glad to be in this wonderful city. Addressing a public meeting. Watch. https://t.co/ZBo0n8suQ4,111,1.08289E+18,09-01-19 6:32,Periscope,15285,3279
1031,"We are resolutely committed to the principle of ‘Sabka Saath, Sabka Vikas.’ 

It is our endeavour to ensure that ev… https://t.co/BnUPLZ68dv",140,1.08269E+18,08-01-19 17:24,Twitter for iPhone,37682,8884
1032,"I thank MPs from all the parties who supported The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 201… https://t.co/hzTt5RLlKs",140,1.08269E+18,08-01-19 17:23,Twitter for iPhone,23654,5245
1033,"The passage of The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 2019 in the Lok Sabha is a landmark… https://t.co/7d4pKf8mgg",140,1.08269E+18,08-01-19 17:22,Twitter for iPhone,22147,6214
1034,"Attended the Inaugural Session of #Raisina2019, addressed by PM @erna_solberg. 

She shared insightful views on sev… https://t.co/sdJTjkvvqT",140,1.08264E+18,08-01-19 14:09,Twitter Web Client,7830,1580
1035,"In Agra, the foundation stones for the following projects will be laid:

Integrated Command and Control Centre for… https://t.co/QUqYIlZRL7",139,1.08264E+18,08-01-19 14:06,Twitter Web Client,12602,2664
1036,"Tomorrow, I look forward to being among the people of Agra. The Gangajal Project pertaining to water supply will be… https://t.co/iaFHoiLwm6",140,1.08264E+18,08-01-19 14:00,Twitter Web Client,17352,3578
1037,"My discussions with PM @erna_solberg revolved around fulfilling Sustainable Development Goals, boost economic times… https://t.co/BjONU0CJ4N",140,1.08264E+18,08-01-19 13:59,Twitter Web Client,7692,1534
1038,"During my recent visit to Mumbai, I sat down with the team of @HumansOfBombay and interacted with them about aspect… https://t.co/njh4KT2kTw",140,1.08259E+18,08-01-19 11:01,Twitter Web Client,7642,1894
1039,The development projects will improve connectivity in Solapur and surrounding areas. The housing project will parti… https://t.co/WDqWBLFJTu,140,1.08259E+18,08-01-19 10:59,Twitter Web Client,11646,2493
1040,"The foundation stones of the following works will also be laid in Solapur:

Underground Sewerage System under AMRUT… https://t.co/1hHIBzVBqy",140,1.08259E+18,08-01-19 10:58,Twitter Web Client,14111,3020
1041,"I look forward to visiting Solapur tomorrow in connection with following development works:
Dedication of four-lani… https://t.co/vWekXzZQXx",140,1.08259E+18,08-01-19 10:58,Twitter Web Client,11729,2625
1042,"Looking good, @ianuragthakur! https://t.co/mT28nAvH8d",53,1.08259E+18,08-01-19 10:57,Twitter Web Client,22082,4395
1043,"Dear Hrithik, praying for the good health of Shri Rakesh Roshan Ji. He is a fighter and I am sure he will face this… https://t.co/057Czditi6",140,1.08259E+18,08-01-19 10:56,Twitter Web Client,15993,3015
1044,Addressing the press with PM @erna_solberg. We had fruitful talks on strengthening India-Norway ties. https://t.co/gdnzktTOWr,125,1.08255E+18,08-01-19 7:53,Periscope,13123,2635
1045,"A historic cricketing accomplishment in Australia! 

Congratulations to the Indian Cricket Team for the hard-fought… https://t.co/5QV9aQTA9x",140,1.08216E+18,07-01-19 6:31,Twitter Web Client,62773,10114
1046,"Never underestimate a BJP Karyakarta. 

Our party is guided by the motive of serving Bharat Mata. 

We are not here… https://t.co/uzcsSdHGIw",140,1.08189E+18,06-01-19 12:33,Twitter Media Studio,23554,5209
1047,"BJP Karyakartas across AP were asking me about the interface between political parties and the media. 

Here’s what… https://t.co/9nLXvmIJWY",140,1.08189E+18,06-01-19 12:31,Twitter Media Studio,11226,2703
1048,"People across AP are realising the lies of TDP and the state government. 

The CM has betrayed the great NTR twice.… https://t.co/uN67Vm6EZx",140,1.08189E+18,06-01-19 12:29,Twitter Media Studio,13216,3198
1049,Best wishes to Himachal Pradesh CM Shri Jairam Thakur. He has been working hard to develop Himachal Pradesh and emp… https://t.co/wKou1hGHs5,140,1.08189E+18,06-01-19 12:23,Twitter for iPhone,14355,2233
1050,Addressing the hardworking Andhra Pradesh BJP Karyakartas. Watch. https://t.co/SdKnhmoU22,89,1.08181E+18,06-01-19 7:13,Periscope,12303,2597
1051,"Thank you Baripada for the great welcome. 

Here are pictures from the rally. https://t.co/f6GB2GM8ZL",101,1.08157E+18,05-01-19 15:25,Twitter Web Client,16695,3449
1052,Ayushman Bharat has revolutionised our health sector and is being widely praised all over. It has enabled a healthi… https://t.co/5PWgOXk6fo,140,1.08157E+18,05-01-19 15:23,Twitter Web Client,23905,5577
1053,Quickening Odisha’s growth. https://t.co/QKLTOYY7DY,51,1.08157E+18,05-01-19 15:22,Twitter Media Studio,6137,1489
1054,Talked at length about Mission Indradhanush and how it manifests a new approach towards women and child welfare. https://t.co/cHKLfDm86X,136,1.08157E+18,05-01-19 15:22,Twitter Media Studio,6793,1666
1055,"The great Odia culture always gives topmost importance to women empowerment. 

However, the current Government in O… https://t.co/cn7xSsX5Nk",140,1.08157E+18,05-01-19 15:21,Twitter Media Studio,8864,2180
1056,"From Baripada in Odisha, here is how we paid tributes to the phenomenal men and women who fought valiantly for Indi… https://t.co/IXT61oDA2P",140,1.08157E+18,05-01-19 15:21,Twitter Media Studio,6975,1770
1057,"हमारे लिए किसान अन्नदाता हैं, उनके लिए वोटबैंक।

जब किसानों को कोई सिर्फ वोटबैंक समझता है तब वो आधी-अधूरी कर्जमाफी… https://t.co/rMqHno0mri",139,1.08155E+18,05-01-19 13:43,Twitter Media Studio,27543,6100
1058,"जब सरकार बिना भ्रष्टाचार के साफ नीयत से काम करती है तो परिणाम दिखता है।

एक सिंचाई परियोजना जिसे दशकों पहले पूरा हो… https://t.co/l4ihrVjx6z",140,1.08155E+18,05-01-19 13:37,Twitter Media Studio,16040,3851
1059,"We have transformed the housing sector. More houses are being built with better facilities, allocated without favou… https://t.co/ZoJJgbSlYk",140,1.08154E+18,05-01-19 13:34,Twitter Media Studio,8533,2188
1060,Odisha supports BJP’s development agenda. Speaking at a huge rally in Baripada. Watch. https://t.co/70ixYEncUD,110,1.0815E+18,05-01-19 10:32,Periscope,11007,2531
1061,"Enhancing Jharkhand’s progress, reviving key projects. Addressing a public meeting in Palamu, Jharkhand. https://t.co/AP05rqtqZ3",128,1.08144E+18,05-01-19 6:22,Periscope,11571,2705
1062,"हमारे वरिष्ठ नेता, प्रखर विद्वान और पार्टी संगठन की मजबूती में अहम भूमिका निभाने वाले आदरणीय मुरली मनोहर जोशी जी को… https://t.co/QnrhFx0LMG",140,1.08141E+18,05-01-19 4:32,Twitter for iPhone,38579,5532
1063,অবিস্মৰণীয় আদৰণিৰ বাবে মই সমগ্ৰ অসমবাসী ভাই-ভনীলৈ ধন্যবাদ জনাইছো । শিলচৰৰ এই আলোকচিত্ৰ সমূহে উৎসাহ-উদ্দীপনাৰ গভীৰ… https://t.co/4g4y44vZD5,139,1.08121E+18,04-01-19 15:39,Twitter Web Client,12052,2501
1064,"A few days ago, we took a historic decision for the people of Assam. 

This will go a long way in preserving the un… https://t.co/lpnNfUU6Mk",140,1.08121E+18,04-01-19 15:37,Twitter Media Studio,13631,2803
1065,The Citizenship Amendment Bill of 2016 is a sincere attempt to remove the injustices done in the past. https://t.co/Pr2RE9O6Rb,126,1.08121E+18,04-01-19 15:36,Twitter Media Studio,6210,1683
1066,My categorical assurance to my sisters and brothers of Assam regarding the NRC. https://t.co/KFWWQurYKY,103,1.08121E+18,04-01-19 15:36,Twitter Media Studio,7886,1887
1067,"In Imphal, paid tributes to the rich history and culture of Manipur including the bravery of people from this land… https://t.co/YuN4LYZNw2",139,1.08121E+18,04-01-19 15:28,Twitter Web Client,5655,1381
1068,"A paradigm shift in the way projects are initiated and completed. 

Happy to share that work on several projects, i… https://t.co/J9jjmDjQoc",140,1.08121E+18,04-01-19 15:25,Twitter Media Studio,6922,1791
1069,"The Integrated Check Post at Moreh, which has been inaugurated today will offer a wide range of facilities to the p… https://t.co/ELXY3eqfdv",140,1.08121E+18,04-01-19 15:21,Twitter Media Studio,7333,1945
1070,"When it comes to the development of the Northeast, our Government has left no stone unturned. 

The contrast with p… https://t.co/JOfExDAA2s",140,1.08121E+18,04-01-19 15:20,Twitter Media Studio,9236,2196
1071,Defence Minister @nsitharaman's speech in the Parliament demolishes the campaign of calumny on Rafale. Must watch!… https://t.co/WqXhsvdzbt,139,1.08117E+18,04-01-19 12:44,Twitter Web Client,30642,9978
